13823-economic	GEO
13824-beautiful	GEO
13825-white	GEO
13827-Change	GEO
13831-soft	TIME
13839-Nile	PERSON
13840-Helium	GEO
13853-public	GEO
13853-Iraq	GEO
13853-Hurricane	GEO
13854-New	ORGANIZATION
13854-York	ORGANIZATION
13854-Times	PERSON
13854-CBS	PERSON
13854-Iraq	GEO
13857-9	TIME
13858-United	ORGANIZATION
13859-World	ORGANIZATION
13859-Food	ORGANIZATION
13859-WFP	NATURAL
13859-Tuesday	EVENT
13859-Ethiopia	GEO
13859-two	GEO
13860-Ethiopia	GEO
13861-such	TIME
13862-Ethiopia	GEO
13862-bad	TIME
13862-Somali	GEO
13864-U.S.	GEO
13864-U.S.	PERSON
13864-joint	GEO
13865-North	ORGANIZATION
13865-American	ORGANIZATION
13865-Aerospace	ORGANIZATION
13865-Defense	ORGANIZATION
13866-Elmendorf	GEO
13866-Alaska	GEO
13866-Far	ORGANIZATION
13866-Khabarovsk	GEO
13867-Colonel	ORGANIZATION
13867-Vladimir	ORGANIZATION
13867-U.S.	PERSON
13868-NORAD	PERSON
13870-USA	ORGANIZATION
13870-General	ORGANIZATION
13870-Joseph	ORGANIZATION
13871-General	GEO
13874-Iraq	GEO
13875-Baghdad	GEO
13876-Pakistan	GEO
13876-Prophet	ORGANIZATION
13877-Denmark	GEO
13878-Pervez	ORGANIZATION
13880-Pakistan	GEO
13881-October	GEO
13882-Saddam	GEO
13882-1982	TIME
13882-Dujail	GEO
13884-alleged	GEO
13884-1988	TIME
13884-Halabja	GEO
13884-1991	TIME
13885-nuclear	GEO
13886-Washington	GEO
13886-International	ORGANIZATION
13886-Atomic	ORGANIZATION
13886-Energy	ORGANIZATION
13886-Vienna	GEO
13887-Davies	GEO
13888-Iran	GEO
13888-Vienna	GEO
13889-Boroujerdi	ORGANIZATION
13890-IAEA	GEO
13890-Iran	NATURAL
13890-Russia	PERSON
13890-France	NATURAL
13890-October	GEO
13891-U.S.	ORGANIZATION
13891-Iraq	GEO
13891-October	GEO
13893-Iraq	GEO
13893-April	GEO
13894-Iraq	GEO
13895-Representatives	GEO
13896-White	GEO
13898-Iraq	GEO
13898-Afghanistan	PERSON
13898-September	GEO
13899-Amnesty	GEO
13899-Afghanistan	GEO
13903-Amnesty	GEO
13903-2006	TIME
13904-Wednesday	GEO
13904-U.S.	GEO
13904-NATO	PERSON
13905-Joseph	ORGANIZATION
13906-U.S.	GEO
13906-Treasury	ORGANIZATION
13906-Secretary	ORGANIZATION
13906-Henry	ORGANIZATION
13907-Singapore	GEO
13907-World	ORGANIZATION
13909-China	GEO
13909-Africa	GEO
13910-World	ORGANIZATION
13910-Bank	PERSON
13910-International	PERSON
13910-Monetary	ORGANIZATION
13910-Singapore	GEO
13910-Tuesday	PERSON
13910-Wednesday	PERSON
13911-Griffal	PERSON
13911-Dan	PERSON
13911-berth	TIME
13911-Niccum	PERSON
13911-Patrick	PERSON
13912-Griffal	GEO
13912-Joye	PERSON
13912-Lake	GEO
13913-Grimmette	PERSON
13913-Brian	PERSON
13914-Niccum	GEO
13914-Quinn	PERSON
13914-Turin	ORGANIZATION
13916-Myles	GEO
13916-Niccum	PERSON
13916-hopeful	GEO
13917-Hamlin	PERSON
13917-Courtney	PERSON
13919-Congressman	GEO
13919-Tom	ORGANIZATION
13919-California	GEO
13919-Beijing	GEO
13919-North	GEO
13919-Korean	GEO
13919-Supreme	ORGANIZATION
13919-Foreign	PERSON
13919-Minister	ORGANIZATION
13919-Paek	ORGANIZATION
13919-Nam	ORGANIZATION
13920-Mr.	GEO
13920-President	GEO
13921-Pyongyang	GEO
13921-U.S.	GEO
13922-North	GEO
13922-September	GEO
13923-Baghdad	GEO
13924-U.S.	PERSON
13924-Baghdad	GEO
13926-Baghdad	GEO
13927-Iraq	GEO
13928-Anbar	GEO
13931-three	GEO
13932-Friday	GEO
13932-Commerce	ORGANIZATION
13933-economic	GEO
13934-economic	GEO
13934-faster	TIME
13934-in	TIME
13934-pessimistic	TIME
13935-September	GEO
13937-U.S.	ORGANIZATION
13937-faster	TIME
13937-in	TIME
13937-May	GEO
13938-Indian	GEO
13941-Srinagar	GEO
13943-India	GEO
13943-1989	TIME
13944-Iraq	GEO
13945-Tal	GEO
13946-25	TIME
13946-Ramadi	GEO
13948-Saddam	GEO
13949-Deputy	GEO
13949-Prime	ORGANIZATION
13949-Minister	ORGANIZATION
13949-Barham	ORGANIZATION
13949-necessary	TIME
13951-Major	GEO
13951-League	ORGANIZATION
13951-2003	TIME
13951-World	EVENT
13951-one-year	GEO
13954-one	TIME
13954-Major	GEO
13954-League	ORGANIZATION
13954-young	GEO
13955-3.76	TIME
13955-overall	TIME
13955-2004	TIME
13956-Beckett	GEO
13956-2003	TIME
13956-02-Feb	TIME
13956-World	EVENT
13956-New	ORGANIZATION
13956-York	ORGANIZATION
13957-Israel	GEO
13958-World	GEO
13958-War	ORGANIZATION
13958-Yad	GEO
13958-Jerusalem	GEO
13960-Israeli	GEO
13960-Minister	PERSON
13960-Nobel	PERSON
13960-Peace	ORGANIZATION
13961-Birkenau	GEO
13961-Gypsies	NATURAL
13962-such	GEO
13962-Nazi	GEO
13963-Sudan	GEO
13963-civil	GEO
13964-United	ORGANIZATION
13964-Nations	ORGANIZATION
13964-Security	ORGANIZATION
13964-Nairobi	GEO
13965-Council	GEO
13966-Darfur	GEO
13967-Malawai	GEO
13967-President	ORGANIZATION
13967-Cassim	ORGANIZATION
13968-Justice	GEO
13968-Bingu	ORGANIZATION
13968-wa	ORGANIZATION
13969-Chilumpha	GEO
13970-February	GEO
13971-Malawi	GEO
13972-Mr.	GEO
13972-Mutharika	PERSON
13972-Chilumpha	PERSON
13972-2004	TIME
13972-United	ORGANIZATION
13972-Political	ORGANIZATION
13972-Party	PERSON
13972-political	GEO
13973-France	GEO
13976-China	GEO
13976-Internet	GEO
13976-China	GEO
13977-China	GEO
13981-Taiwan	GEO
13981-China	GEO
13982-China	GEO
13983-1949	TIME
13984-Afghanistan	GEO
13984-three	TIME
13985-NATO	GEO
13987-Afghanistan	GEO
13987-2001	TIME
13989-Paktika	GEO
13991-NATO	GEO
13992-Afghanistan	GEO
13993-local	GEO
13998-International	ORGANIZATION
13998-Red	ORGANIZATION
13998-ICRC	NATURAL
13998-Darfur	GEO
13999-Gauthier	GEO
13999-Sunday	GEO
14000-Lefevre	GEO
14000-one	TIME
14000-Al	GEO
14000-West	GEO
14001-Red	ORGANIZATION
14001-captive	TIME
14003-Darfur	GEO
14003-International	ORGANIZATION
14003-Criminal	ORGANIZATION
14003-Omar	ORGANIZATION
14003-March	GEO
14004-Benin	GEO
14004-Nigeria	PERSON
14005-Benin	GEO
14005-Mathieu	ORGANIZATION
14005-Kerekou	PERSON
14006-World	ORGANIZATION
14006-Health	ORGANIZATION
14006-Nigeria	GEO
14007-2003	TIME
14009-West	GEO
14011-unmarried	GEO
14011-Republican	GEO
14012-America	GEO
14013-Brian	GEO
14014-Wall	ORGANIZATION
14014-Street	ORGANIZATION
14014-United	ORGANIZATION
14014-Iraq	GEO
14015-Federal	ORGANIZATION
14016-Wall	ORGANIZATION
14016-Street	ORGANIZATION
14016-Mr.	GEO
14016-Cotecna	GEO
14017-public	TIME
14017-Tuesday	GEO
14018-Palestinian	GEO
14018-two	GEO
14018-Gaza	GEO
14021-upbeat	GEO
14021-Steve	ORGANIZATION
14021-New	GEO
14021-August	GEO
14022-Thursday	GEO
14022-Minister	ORGANIZATION
14022-Ismail	ORGANIZATION
14023-Holy	ORGANIZATION
14023-Jihad	ORGANIZATION
14024-Saturday	GEO
14025-Russia	GEO
14025-capable	TIME
14025-Republic	PERSON
14025-Poland	PERSON
14026-General	GEO
14026-Nikolai	ORGANIZATION
14026-Russia	GEO
14027-uncalled	TIME
14028-prime	GEO
14028-Kaczynski	PERSON
14028-Mirek	PERSON
14029-Washington	GEO
14029-Iran	GEO
14029-North	PERSON
14030-Vladimir	ORGANIZATION
14031-Damascus	GEO
14031-former	GEO
14031-Minister	ORGANIZATION
14031-Rafik	ORGANIZATION
14032-Damascus	GEO
14035-Sunday	GEO
14035-State	GEO
14035-Condoleezza	ORGANIZATION
14035-Rice	PERSON
14035-British	PERSON
14035-Foreign	ORGANIZATION
14035-Secretary	ORGANIZATION
14035-Jack	ORGANIZATION
14035-Syria	GEO
14036-Syria	GEO
14036-Bashar	ORGANIZATION
14036-U.N.	ORGANIZATION
14036-Security	ORGANIZATION
14037-Hugo	ORGANIZATION
14038-CNN	GEO
14038-Tuesday	GEO
14038-Washington	GEO
14038-Florida	GEO
14039-President	PERSON
14041-Mr.	GEO
14041-2002	TIME
14042-Delray	ORGANIZATION
14042-Beach	ORGANIZATION
14042-International	ORGANIZATION
14042-Florida	GEO
14043-Paraguay	GEO
14044-second	GEO
14045-third	GEO
14046-seeded	GEO
14046-Belgium	GEO
14048-Delray	ORGANIZATION
14048-Beach	ORGANIZATION
14048-Tennis	ORGANIZATION
14048-Austria	GEO
14049-Guillermo	GEO
14049-Spain	GEO
14049-Todd	GEO
14050-Iraq	GEO
14050-Ayatollah	ORGANIZATION
14050-Ali	ORGANIZATION
14052-Minister	ORGANIZATION
14052-Nouri	ORGANIZATION
14052-Najaf	GEO
14053-Mr.	GEO
14054-South	EVENT
14054-Asian	ORGANIZATION
14054-Karbala	GEO
14056-Panama	GEO
14056-Chile	PERSON
14060-two	TIME
14060-Saddam	GEO
14060-11	GEO
14061-Hassan	ORGANIZATION
14061-Saddam	GEO
14061-Sultan	ORGANIZATION
14061-Hashim	ORGANIZATION
14063-Saddam	GEO
14064-Chemical	GEO
14064-Ali	PERSON
14064-1990	TIME
14065-Iraq	GEO
14065-Mosul	GEO
14066-Ansar	GEO
14066-al-Sunna	ORGANIZATION
14069-Tuesday	GEO
14070-Iraqi	GEO
14070-Baghdad	GEO
14071-U.S.	EVENT
14071-Mosul	GEO
14072-adequate	TIME
14073-Darren	GEO
14076-million	TIME
14077-Guantanamo	GEO
14078-Washington	GEO
14078-2008	TIME
14080-Restoration	ORGANIZATION
14081-Supreme	ORGANIZATION
14081-June	GEO
14082-Supreme	ORGANIZATION
14082-Guantanamo	GEO
14083-U.S.	GEO
14084-Guantanamo	GEO
14085-regional	GEO
14086-News	ORGANIZATION
14086-Jemua	GEO
14086-Ruphael	ORGANIZATION
14086-Tuesday	GEO
14086-High	ORGANIZATION
14087-Justice	GEO
14088-Benishangul	GEO
14090-Relations	GEO
14090-Ethiopia	GEO
14090-Eritrea	PERSON
14090-tense	TIME
14090-1998	TIME
14090-2000	TIME
14092-California	GEO
14092-Governor	ORGANIZATION
14092-Arnold	ORGANIZATION
14093-Treasure	GEO
14093-San	GEO
14093-Francisco	ORGANIZATION
14095-2020	TIME
14096-Schwarzenegger	GEO
14096-new	GEO
14099-Iraq	GEO
14100-Hussein	ORGANIZATION
14101-General	ORGANIZATION
14101-Joseph	ORGANIZATION
14101-Chicago	ORGANIZATION
14103-Baghdad	GEO
14104-Jordan	GEO
14104-King	GEO
14104-Abdullah	PERSON
14105-U.S.	ORGANIZATION
14105-State	ORGANIZATION
14105-China	GEO
14106-human	GEO
14106-China	GEO
14110-East	GEO
14110-State	ORGANIZATION
14111-Burma	GEO
14113-Baghdad	GEO
14116-Basra	GEO
14117-Basra	ARTIFACT
14118-Ramadi	GEO
14120-Manshiyet	ORGANIZATION
14122-narrow	TIME
14123-frequent	TIME
14124-Argentina	GEO
14125-President	GEO
14125-Cristina	ORGANIZATION
14125-Kirchner	GEO
14127-President	GEO
14130-March	GEO
14131-Minister	ORGANIZATION
14131-Ali	ORGANIZATION
14131-U.S.	PERSON
14132-Mr.	GEO
14132-U.S.	GEO
14132-William	ORGANIZATION
14134-Mr.	GEO
14135-Hugo	ORGANIZATION
14136-Mr.	GEO
14137-Saturday	GEO
14138-Sidnaya	GEO
14138-Sunday	PERSON
14140-Human	GEO
14140-Islamist	GEO
14140-Sidnaya	GEO
14142-optimistic	TIME
14143-ABC	ORGANIZATION
14143-Time	GEO
14143-Iraq	GEO
14144-2004	TIME
14146-Iraq	GEO
14147-Iraq	GEO
14148-Nationalist	ORGANIZATION
14150-Swedish	GEO
14150-captive	TIME
14150-January	GEO
14151-U.S.	PERSON
14151-Iraq	GEO
14152-U.S.	GEO
14152-Iraq	GEO
14153-Iraq	GEO
14154-Reuters	GEO
14154-Qaim	GEO
14156-Anbar	GEO
14156-Karabila	GEO
14156-June	GEO
14157-Baghdad	GEO
14158-Mosul	GEO
14159-U.S.	GEO
14159-experimental	GEO
14159-short-term	TIME
14160-Merck	GEO
14161-Gardasil	GEO
14162-HPVs	GEO
14162-immune	GEO
14163-effective	TIME
14165-Nairobi	GEO
14166-Hermlin	PERSON
14166-Gerd	PERSON
14166-van	ORGANIZATION
14167-Kiraithe	GEO
14170-Afghanistan	GEO
14171-Mohammad	GEO
14171-Hanif	ORGANIZATION
14171-Afghanistan	GEO
14172-Hai	ORGANIZATION
14172-March	GEO
14172-West	PERSON
14172-Islam	GEO
14173-Atmar	GEO
14175-Hugo	ORGANIZATION
14176-Venezuela	GEO
14176-Mr.	GEO
14176-Dmitri	ORGANIZATION
14176-July	GEO
14176-European	GEO
14177-military	GEO
14178-Venezuela	GEO
14178-billion	TIME
14181-Turkey	GEO
14181-Iraq	PERSON
14181-Greece	PERSON
14182-Turkey	GEO
14182-Security	ORGANIZATION
14182-October	GEO
14183-2005	TIME
14184-Turkey	GEO
14184-Iran	PERSON
14185-Turkey	GEO
14185-Iran	GEO
14186-military	GEO
14187-Helmand	GEO
14189-Herat	GEO
14190-Kandahar	GEO
14191-Kandahar	GEO
14191-Taleban	GEO
14192-Angola	GEO
14193-Health	GEO
14193-Luanda	GEO
14193-Uige	GEO
14195-World	ORGANIZATION
14195-Health	ORGANIZATION
14196-hygienic	GEO
14197-Congo	GEO
14197-123	TIME
14197-1998	TIME
14197-2000	TIME
14198-Britain	GEO
14200-anti-terrorism	GEO
14200-March	GEO
14203-London	GEO
14203-al-Qaida	EVENT
14203-Britain	GEO
14204-Afghanistan	GEO
14207-Omar	GEO
14210-Omar	GEO
14211-Afghanistan	GEO
14211-2001	TIME
14212-Hamas	GEO
14212-Palestinian	GEO
14213-Hamas	ARTIFACT
14213-General	ORGANIZATION
14213-Ahmed	ORGANIZATION
14213-Gaza	GEO
14213-City	PERSON
14214-Mughani	GEO
14214-Gaza	GEO
14216-Mughani	GEO
14216-Palestinian	GEO
14216-West	ORGANIZATION
14216-President	GEO
14216-Mahmoud	ORGANIZATION
14217-Hamas	GEO
14217-Gaza	ORGANIZATION
14219-Deputy	GEO
14219-Prime	ORGANIZATION
14219-Minister	ORGANIZATION
14219-Abdulatif	ORGANIZATION
14219-Ankara	GEO
14221-Turkey	GEO
14221-Asia	GEO
14222-Brussels	GEO
14222-Turkey	GEO
14224-Florida	GEO
14226-National	ORGANIZATION
14226-Park	ORGANIZATION
14226-million	TIME
14230-Japan	GEO
14230-International	ORGANIZATION
14230-Space	ORGANIZATION
14232-Paul	GEO
14233-Peruvian	GEO
14233-Alberto	ORGANIZATION
14234-Mr.	GEO
14234-Japan	GEO
14235-Japan	GEO
14235-November	GEO
14235-2000	TIME
14236-Peruvian	GEO
14239-Peru	GEO
14239-2010	TIME
14240-New	ORGANIZATION
14240-1965	TIME
14240-1980	TIME
14242-VOA	GEO
14242-Contemporary	EVENT
14242-Art	ORGANIZATION
14243-Jim	GEO
14245-CARE	GEO
14246-CARE	ORGANIZATION
14246-Kabul	GEO
14246-Monday	GEO
14247-Kabul	GEO
14249-Tuesday	GEO
14250-World	ORGANIZATION
14250-Ruhpolding	GEO
14250-Frenchman	PERSON
14250-Raphael	ORGANIZATION
14251-Andresen	GEO
14252-Michael	GEO
14252-Germany	GEO
14252-3.8	GEO
14253-Michael	GEO
14253-Andresen	GEO
14254-Poiree	GEO
14256-Biathlon	GEO
14258-Thailand	GEO
14259-Bangkok	GEO
14259-Minister	ORGANIZATION
14259-Thaksin	ORGANIZATION
14259-Shinawatra	PERSON
14259-King	PERSON
14259-Bhumibol	ORGANIZATION
14260-Mr.	GEO
14260-Thaksin	PERSON
14260-Mr.	PERSON
14261-southern	GEO
14262-2004	TIME
14263-Bashar	ORGANIZATION
14263-U.S.	GEO
14263-President-elect	ORGANIZATION
14263-Barack	ORGANIZATION
14264-Mr.	GEO
14265-Mr.	GEO
14265-nuclear	GEO
14267-Mr.	GEO
14268-Tehran	GEO
14269-Syria	GEO
14269-Middle	ORGANIZATION
14271-Turkey	GEO
14271-Baghdad	GEO
14272-Iran	GEO
14272-Arabia	PERSON
14272-Turkey	PERSON
14272-Istanbul	GEO
14272-Saturday	GEO
14274-political	GEO
14274-Iraq	GEO
14274-Prime	GEO
14274-Minister	ORGANIZATION
14274-Ibrahim	ORGANIZATION
14276-Baghdad	GEO
14277-Chad	GEO
14278-General	GEO
14278-Abakar	ORGANIZATION
14278-Yusuf	ORGANIZATION
14278-Chadian	GEO
14278-Adre	GEO
14279-Janjaweed	GEO
14280-Itno	GEO
14280-President	GEO
14280-Idriss	ORGANIZATION
14281-Mr.	GEO
14281-Democracy	GEO
14281-Liberty	PERSON
14283-Sudan	GEO
14285-U.S.	GEO
14285-Grand	ORGANIZATION
14285-Canyon	ORGANIZATION
14286-Secretary	GEO
14286-Interior	ORGANIZATION
14286-Dirk	ORGANIZATION
14286-Glen	ORGANIZATION
14286-Canyon	ORGANIZATION
14286-Colorado	ORGANIZATION
14288-Kempthorne	GEO
14288-Empire	ORGANIZATION
14288-State	ORGANIZATION
14288-New	GEO
14288-York	ORGANIZATION
14289-1996	TIME
14289-2004	TIME
14291-Grand	GEO
14291-Canyon	ORGANIZATION
14291-National	ORGANIZATION
14291-Los	ORGANIZATION
14291-Angeles	ORGANIZATION
14297-Hezbollah	GEO
14297-Israel	GEO
14297-Hezbollah	PERSON
14299-Hezbollah	GEO
14299-responsible	TIME
14300-July	GEO
14300-2006	TIME
14300-Israel	GEO
14301-Colombia	GEO
14301-Alvaro	ORGANIZATION
14302-President	GEO
14303-Sunday	GEO
14303-Mr.	GEO
14304-May	GEO
14305-Revolutionary	GEO
14305-Armed	GEO
14305-Colombia	GEO
14305-FARC	GEO
14305-few	GEO
14306-peaceful	TIME
14308-Minister	ORGANIZATION
14308-Philippe	ORGANIZATION
14308-presidential	GEO
14309-Marxist	GEO
14309-February	GEO
14309-2002	TIME
14311-Mr.	GEO
14312-Colombia	GEO
14312-Revolutionary	ORGANIZATION
14312-Colombia	GEO
14312-Ms.	GEO
14312-Betancourt	PERSON
14313-bin	ORGANIZATION
14313-Laden	PERSON
14313-Taleban	PERSON
14313-Mohammad	ORGANIZATION
14313-alive	TIME
14314-Mullah	GEO
14314-Akhtar	ORGANIZATION
14316-Afghanistan	GEO
14316-2001	TIME
14317-Taleban	GEO
14318-Somalia	GEO
14318-Baidoa	GEO
14320-Baidoa	GEO
14321-Baidoa	GEO
14322-Somalia	GEO
14322-military	GEO
14324-Somalia	GEO
14324-stable	GEO
14324-1991	TIME
14325-Russian	GEO
14325-Russia	GEO
14325-Europe	GEO
14326-Konstantin	GEO
14326-Affairs	ORGANIZATION
14326-Russia	GEO
14327-London	GEO
14327-North	GEO
14327-Korea	PERSON
14327-Iran	PERSON
14328-Western	GEO
14328-capable	TIME
14329-Moscow	GEO
14330-Mr.	GEO
14331-Rwandan	GEO
14331-1994	TIME
14332-International	ORGANIZATION
14332-Criminal	ORGANIZATION
14332-Rwanda	GEO
14334-Gikoro	GEO
14334-1994	TIME
14335-Presiding	GEO
14335-Judge	ORGANIZATION
14335-Arlete	ORGANIZATION
14335-Bisengimina	GEO
14336-Hutu	GEO
14336-1994	TIME
14337-Health	GEO
14337-Pakistan	GEO
14337-human	GEO
14338-Health	ORGANIZATION
14338-Pakistan	GEO
14338-West	ORGANIZATION
14338-Frontier	ORGANIZATION
14338-Afghanistan	GEO
14342-World	ORGANIZATION
14342-Health	ORGANIZATION
14342-aware	TIME
14342-human	GEO
14342-H5N1	GEO
14342-Pakistan	GEO
14344-WHO	GEO
14344-2003	TIME
14345-military	GEO
14346-Cargo	GEO
14346-Luzon	GEO
14347-President	GEO
14347-Gloria	ORGANIZATION
14349-United	ORGANIZATION
14351-Washington	ORGANIZATION
14351-Dubai	GEO
14351-International	ORGANIZATION
14351-U.S.	GEO
14353-Ports	ORGANIZATION
14353-World	PERSON
14353-U.S.	PERSON
14353-U.S.	EVENT
14355-U.S.	GEO
14355-Defense	ORGANIZATION
14356-Alberto	ORGANIZATION
14356-Chile	GEO
14358-Mr.	GEO
14358-Japan	PERSON
14358-2000	TIME
14360-Santiago	ORGANIZATION
14360-Appeals	GEO
14363-United	ORGANIZATION
14363-October	GEO
14364-U.N.	GEO
14364-Secretary	ORGANIZATION
14364-General	ORGANIZATION
14364-Kofi	ORGANIZATION
14364-Annan	ORGANIZATION
14364-Portuguese	GEO
14364-foreign	GEO
14364-U.N.	PERSON
14366-South	GEO
14366-October	GEO
14367-previous	GEO
14368-Ivory	GEO
14368-2002	TIME
14369-Burma	GEO
14370-Supreme	GEO
14370-Aung	ORGANIZATION
14370-Thein	PERSON
14370-U	PERSON
14370-Khin	ORGANIZATION
14370-Maung	ORGANIZATION
14372-Burma	GEO
14372-November	GEO
14373-Asian	ORGANIZATION
14373-Human	ORGANIZATION
14373-Rights	ORGANIZATION
14374-Aung	ORGANIZATION
14374-Thein	PERSON
14374-U	PERSON
14374-Khin	ORGANIZATION
14374-Maung	ORGANIZATION
14376-Asian	ORGANIZATION
14376-Human	ORGANIZATION
14376-Rights	ORGANIZATION
14379-Kurdish	GEO
14380-Iraqi	GEO
14381-Saturday	GEO
14382-Sunni	GEO
14382-Ramadi	GEO
14382-Kirkuk	PERSON
14382-central	GEO
14383-Monday	GEO
14385-Yukos	GEO
14385-Houston	GEO
14385-court-ordered	GEO
14387-Yukos	GEO
14388-Yukos	GEO
14388-Gazprom	PERSON
14388-billion	TIME
14389-Gazprom	GEO
14389-Rosneft	PERSON
14390-Yukos	GEO
14390-motivated	TIME
14392-ROGERS	GEO
14392-US	NATURAL
14392-preferred	GEO
14393-preferred	GEO
14393-retractable	TIME
14394-Rogers	GEO
14394-convertible	TIME
14397-natural	GEO
14397-financial	GEO
14399-Low	GEO
14399-Liechtenstein	GEO
14400-Switzerland	GEO
14402-Liechtenstein	GEO
14402-Trade	ORGANIZATION
14402-EFTA	NATURAL
14402-EU	NATURAL
14402-May	GEO
14402-1995	TIME
14404-2008	TIME
14404-international	GEO
14404-Germany	GEO
14405-December	GEO
14405-2008	TIME
14405-Tax	ORGANIZATION
14405-Information	ORGANIZATION
14406-Liechtenstein	GEO
14406-October	GEO
14406-2009	TIME
14406-Tax	ORGANIZATION
14407-2010	TIME
14407-Tax	EVENT
14407-Information	ORGANIZATION
14407-Double	PERSON
14408-Uruguay	GEO
14408-agricultural	GEO
14409-Uruguay	GEO
14409-2004	TIME
14410-2008	TIME
14410-financial	GEO
14410-Uruguay	GEO
14410-2009	TIME
14411-2010	TIME
14412-1997	TIME
14413-January	GEO
14413-2007	TIME
14414-Sudan	GEO
14414-1999	TIME
14414-direct	GEO
14414-2008	TIME
14415-average	TIME
14416-Sudan	GEO
14416-2010	TIME
14416-2009	TIME
14416-financial	GEO
14416-2006	TIME
14416-2007	TIME
14417-important	TIME
14418-January	GEO
14418-2011	TIME
14418-Central	ORGANIZATION
14419-Central	ORGANIZATION
14419-Sudan	GEO
14419-local	GEO
14420-1291	TIME
14421-three	GEO
14422-Holy	ORGANIZATION
14422-Roman	ORGANIZATION
14422-1499	TIME
14423-1848	TIME
14423-1874	TIME
14423-federal	GEO
14424-Switzerland	GEO
14424-European	GEO
14425-Europe	GEO
14425-half	GEO
14425-Switzerland	GEO
14425-UN	PERSON
14426-2002	TIME
14427-Switzerland	GEO
14427-active	TIME
14427-UN	PERSON
14428-jealous	TIME
14429-one	TIME
14430-one	TIME
14432-RICH	ORGANIZATION
14438-one	TIME
14440-Seventh	ORGANIZATION
14440-Inning	ORGANIZATION
14451-Animal	GEO
14451-Jaji	GEO
